Scenario,Region,Sector,Set,Name,Description,Unit,Type,Sub type,Lim type,Time slice level,Peak time slice
BASE,NI,ELC,.NRG.,AGRELC,Agricultural ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,NI,ELC,.ENV.,BATNRG,Electricity -:- Electricity Storage -:- Electricity -:- Electricity Production,PJ,ENV,,N,DAYNITE,
BASE,NI,ELC,.NRG.,COMELC,Service ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,NI,ELC,.NRG.,ELC,Electricity -:-  -:-  -:- Electricity Production,PJ,NRG,ELC,FX,DAYNITE,
BASE,NI,ELC,.NRG.,ELC-HV,High voltage ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,NI,ELC,.NRG.,ELC-MV,Mid voltage ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,NI,ELC,.NRG.,ELCBIG,Electricity -:- Thermal -:- Biogas -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.NRG.,ELCBIL,Electricity -:- Thermal -:- Liquid Biofuels -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.ENV.,ELCCO2,Electricity -:-  -:-  -:- Electricity Production,kt,ENV,,,ANNUAL,
BASE,NI,ELC,.NRG.,ELCCOA,Electricity -:- Thermal -:- Coal -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.NRG.,ELCCOL,Electricity -:- Thermal -:- Coal -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.NRG.,ELCD,Low voltage input ELC for demand sectors,PJ,NRG,ELC,FX,DAYNITE,
BASE,NI,IND,.DEM.,CHMCL-PH-REFRM,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:-  -:- Process Heat Reforming",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,CHMCL-PH-STM_HW,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:-  -:- Process Heat Steam/Hot Water",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,CNST-MoTP-Mob,"Industry -:- Construction -:-  -:- Motive Power, Mobile",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,CNST-MoTP-Stat,"Industry -:- Construction -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,DARY-AIR,Industry -:- Dairy Product Manufacturing -:-  -:- Compressed Air,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,DARY-MoTP-Stat,"Industry -:- Dairy Product Manufacturing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,DARY-PH-MVR_DRY,Industry -:- Dairy Product Manufacturing -:-  -:- Process Heat Evaporation/Drying,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,IIS-MoTP-Stat,"Industry -:- Iron/Steel -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,IIS-PH-FURN,Industry -:- Iron/Steel -:-  -:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.NRG.,INDBIG,Industry -:-  -:- Biogas -:-,PJ,NRG,,FX,,
BASE,NI,IND,.ENV.,INDCO2,Industry -:-  -:-  -:-,kt,ENV,,,,
BASE,NI,IND,.NRG.,INDCOA,Industry -:-  -:- Coal -:-,PJ,NRG,,FX,,
BASE,NI,IND,.NRG.,INDDSL,Industry -:-  -:- Diesel -:-,PJ,NRG,,FX,,
BASE,NI,IND,.NRG.,INDFOL,Industry -:-  -:- Fuel Oil -:-,PJ,NRG,,FX,,
BASE,NI,IND,.NRG.,INDGEO,Industry -:-  -:- Geothermal -:-,PJ,NRG,,FX,,
BASE,NI,IND,.NRG.,INDPET,Industry -:-  -:- Petrol -:-,PJ,NRG,,FX,,
BASE,NI,IND,.NRG.,INDWOD,Industry -:-  -:- Wood -:-,PJ,NRG,,FX,,
BASE,NI,IND,.DEM.,MEAT-MoTP-Stat,"Industry -:- Meat Processing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,MEAT-PH-DirH,Industry -:- Meat Processing -:-  -:- Process Heat Direct,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,MEAT-PH-STM_HW,Industry -:- Meat Processing -:-  -:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,MEAT-RFGR,Industry -:- Meat Processing -:-  -:- Refrigeration,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,METAL-MoTP-Stat,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,METAL-PH-DirH,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:-  -:- Process Heat Direct",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,METAL-PH-FURN,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:-  -:- Process Heat Furnace",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,METAL-RFGR,"Industry -:- Fabricated Metal Product, Transport Equipment, Machinery and Equipment Manufacturing -:-  -:- Refrigeration",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,MNNG-MoTP-Mob,"Industry -:- Mining -:-  -:- Motive Power, Mobile",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,MNNG-MoTP-Stat,"Industry -:- Mining -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,MNNG-PH-STM_HW,Industry -:- Mining -:-  -:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,NI,ELC,.NRG.,ELCDD,Low voltage ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,NI,ELC,.NRG.,ELCGEO,Electricity -:- Geothermal -:- Geothermal -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.NRG.,ELCHYD,Electricity -:- Hydro -:- Hydro -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.NRG.,ELCNGA,Electricity -:- Thermal -:- Natural Gas -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.NRG.,ELCOIL,Electricity -:- Thermal -:- Oil -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.NRG.,ELCSOL,Electricity -:- Solar -:- Solar -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.NRG.,ELCTID,Electricity -:- Tidal -:- Tidal -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.NRG.,ELCURN,Electricity -:- Thermal -:- Uranium -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.NRG.,ELCWIN,Electricity -:- Wind -:- Wind -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.NRG.,ELCWOD,Electricity -:- Thermal -:- Wood -:- Electricity Production,PJ,NRG,,FX,,
BASE,NI,ELC,.NRG.,INDELC,Industrial ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,NI,ELC,.NRG.,RESELC,Residential ELC From Dist. Grid,PJ,NRG,ELC,FX,DAYNITE,
BASE,NI,IND,.DEM.,ALU-PH-FURN,Industry -:- Aluminium -:-  -:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,CHMCL-MoTP-Stat,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,CHMCL-PH-DirH,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:-  -:- Process Heat Direct",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,CHMCL-PH-FURN,"Industry -:- Petroleum, Basic Chemical and Rubber Product Manufacturing -:-  -:- Process Heat Furnace",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,MNRL-MoTP-Stat,"Industry -:- Non-Metallic Mineral Product Manufacturing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,MNRL-PH-FURN,Industry -:- Non-Metallic Mineral Product Manufacturing -:-  -:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,MNRL-PH-STM_HW,Industry -:- Non-Metallic Mineral Product Manufacturing -:-  -:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,MTHOL-FDSTCK,Industry -:- Methanol -:-  -:- Feedstock,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,MTHOL-PH_REFRM,Industry -:- Methanol -:-  -:- Process Heat Reforming,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,OTH-BGS,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,OTH-COA,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,OTH-DSL,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,OTH-ELC,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,OTH-FOL,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,OTH-LPG,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,OTH-NGA,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,OTH-PET,Industry -:- Other (Industry) -:-  -:- Other,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,PLPPPR-AIR,Industry -:- Pulp and Paper Manufacturing -:-  -:- Compressed Air,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,PLPPPR-Fan,Industry -:- Pulp and Paper Manufacturing -:-  -:- Fan,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,PLPPPR-MoTP-Stat,"Industry -:- Pulp and Paper Manufacturing -:-  -:- Motive Power, Stationary",PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,PLPPPR-PH-DirH,Industry -:- Pulp and Paper Manufacturing -:-  -:- Process Heat Direct,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,PLPPPR-PH-FURN,Industry -:- Pulp and Paper Manufacturing -:-  -:- Process Heat Furnace,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,PLPPPR-PH-STM_HW,Industry -:- Pulp and Paper Manufacturing -:-  -:- Process Heat Steam/Hot Water,PJ,DEM,,,DAYNITE,
BASE,NI,IND,.DEM.,PLPPPR-Pump,Industry -:- Pulp and Paper Manufacturing -:-  -:- Pumping,PJ,DEM,,,DAYNITE,
